"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"RP11-290F20.3",0,1.66380146562923,0.291,0.076,0,"1","RP11-290F20.3"
"SOD2",0,1.56326079833453,0.378,0.164,0,"1","SOD2"
"CYBB",0,2.38546094678963,0.283,0.069,0,"1","CYBB"
"LAMTOR2",0,1.25656512996675,0.397,0.185,0,"1","LAMTOR2"
"PKM",0,0.798178890165963,0.599,0.387,0,"1","PKM"
"ATP6V0D1",0,1.60068072329073,0.345,0.135,0,"1","ATP6V0D1"
"CPPED1",0,2.21786692192711,0.274,0.065,0,"1","CPPED1"
"COX8A",0,0.920564134542797,0.557,0.349,0,"1","COX8A"
"BRK1",0,0.675739641227514,0.723,0.515,0,"1","BRK1"
"RHOB",0,2.24725787747792,0.299,0.092,0,"1","RHOB"
"LRRC25",0,1.9953738113574,0.27,0.066,0,"1","LRRC25"
"SCPEP1",0,1.96234123320004,0.304,0.1,0,"1","SCPEP1"
"SAMHD1",0,1.49921465016756,0.41,0.206,0,"1","SAMHD1"
"CLIC1",0,0.578926883389585,0.811,0.608,0,"1","CLIC1"
"TMEM205",0,2.0852479337068,0.279,0.076,0,"1","TMEM205"
"COX6B1",0,0.792764066225679,0.742,0.539,0,"1","COX6B1"
"POLR2L",0,0.922150004806601,0.52,0.323,0,"1","POLR2L"
"MIR24-2",0,2.28351020972879,0.272,0.075,0,"1","MIR24-2"
"TNFSF10",0,1.27390126348367,0.376,0.181,0,"1","TNFSF10"
"CASP1",0,1.03810068533825,0.43,0.236,0,"1","CASP1"
"LY6E",0,0.818018706378649,0.827,0.633,0,"1","LY6E"
"RNH1",0,0.910927925188173,0.466,0.273,0,"1","RNH1"
"COMT",0,1.63534207624329,0.314,0.121,0,"1","COMT"
"C20orf27",0,2.19863363614631,0.287,0.094,0,"1","C20orf27"
"EIF4A1",0,1.06324110818548,0.84,0.65,0,"1","EIF4A1"
"HLA-DMB",0,0.791633352951906,0.335,0.147,0,"1","HLA-DMB"
"SDCBP",0,1.07283692559499,0.397,0.21,0,"1","SDCBP"
"OAZ2",0,1.51740495042161,0.316,0.129,0,"1","OAZ2"
"POLE4",0,1.32878530394727,0.343,0.157,0,"1","POLE4"
"HIGD2A",0,0.813254180440468,0.647,0.461,0,"1","HIGD2A"
"HSBP1",0,1.36707709187661,0.314,0.128,0,"1","HSBP1"
"ATP5D",0,0.679138531274654,0.696,0.51,0,"1","ATP5D"
"GLIPR1",0,1.1382329208888,0.358,0.174,0,"1","GLIPR1"
"CECR1",0,1.89371814763587,0.258,0.075,0,"1","CECR1"
"ZYX",0,1.30853414145073,0.299,0.117,0,"1","ZYX"
"NINJ1",0,1.437522974606,0.301,0.123,0,"1","NINJ1"
"ZFP36",0,0.803574575546562,0.85,0.674,0,"1","ZFP36"
"CYBA",0,1.35707441936779,0.99,0.815,0,"1","CYBA"
"ATOX1",0,1.66317611767216,0.258,0.086,0,"1","ATOX1"
"GLUL",0,1.82621927120573,0.262,0.091,0,"1","GLUL"
"MS4A7",0,0.974197519756238,0.258,0.087,0,"1","MS4A7"
"THEMIS2",0,1.84031876979855,0.256,0.086,0,"1","THEMIS2"
"RILPL2",0,1.51217530666115,0.328,0.16,0,"1","RILPL2"
"ALDOA",0,0.936485127301075,0.844,0.677,0,"1","ALDOA"
"NAGK",0,1.85471770948301,0.26,0.094,0,"1","NAGK"
"RHOA",0,0.650537957202931,0.703,0.537,0,"1","RHOA"
"WARS",0,1.53983378984759,0.268,0.107,0,"1","WARS"
"SERPINB6",0,1.13407442634354,0.326,0.165,0,"1","SERPINB6"
"POU2F2",0,1.3286306187996,0.289,0.131,0,"1","POU2F2"
"NAPRT1",0,1.96238099042842,0.252,0.097,0,"1","NAPRT1"
"ARPC3",0,0.938287802238718,0.944,0.789,0,"1","ARPC3"
"CAPNS1",0,1.45815389753046,0.252,0.102,0,"1","CAPNS1"
"TNFRSF1B",0,1.79255519763674,0.262,0.116,0,"1","TNFRSF1B"
"VIM",0,1.15414938994541,0.921,0.775,0,"1","VIM"
"GAPDH",0,1.32972913597449,0.969,0.825,0,"1","GAPDH"
"SH3BGRL3",0,0.915925548117738,0.973,0.833,0,"1","SH3BGRL3"
"ATP5G2",0,0.953469980692874,0.933,0.798,0,"1","ATP5G2"
"SERF2",0,0.86620646651225,0.956,0.834,0,"1","SERF2"
"EMP3",0,0.655856017195932,0.83,0.713,0,"1","EMP3"
"ARPC2",0,0.53588554263846,0.892,0.782,0,"1","ARPC2"
"MYL6",0,0.685737120895116,0.942,0.833,0,"1","MYL6"
"OAZ1",0,1.47549275647623,0.996,0.893,0,"1","OAZ1"
"PFDN5",0,0.724298990082255,0.983,0.911,0,"1","PFDN5"
"SLC25A6",0,0.497696423771649,0.884,0.822,0,"1","SLC25A6"
"MT-ND1",0,0.717846839152094,0.979,0.939,0,"1","MT-ND1"
"PFN1",0,0.321334566803384,0.963,0.942,0,"1","PFN1"
"FTH1",0,2.21656223831107,1,0.987,0,"1","FTH1"
"FTL",0,2.62451319598768,1,0.987,0,"1","FTL"
"TMSB10",0,0.578948434942592,1,0.992,0,"1","TMSB10"
"ACTB",0,0.529593141549101,0.998,0.992,0,"1","ACTB"
"MT-CO1",0,0.472647427840872,0.996,0.994,0,"1","MT-CO1"
"TMSB4X",0,0.407313327755277,1,1,0,"1","TMSB4X"
"UQCRFS1",2.22044604925031e-16,0.929672856649406,0.439,0.255,3.04511971194188e-12,"1","UQCRFS1"
"TMEM219",2.22044604925031e-16,1.12260399751587,0.422,0.243,3.04511971194188e-12,"1","TMEM219"
"SPG21",2.22044604925031e-16,1.24252877456534,0.306,0.147,3.04511971194188e-12,"1","SPG21"
"NDUFB1",2.22044604925031e-16,1.19648775319175,0.308,0.15,3.04511971194188e-12,"1","NDUFB1"
"H3F3B",2.22044604925031e-16,0.473810665980695,0.992,0.955,3.04511971194188e-12,"1","H3F3B"
"STX10",4.44089209850063e-16,1.49665777711677,0.264,0.121,6.09023942388376e-12,"1","STX10"
"SEC11A",6.66133814775094e-16,1.02352938970991,0.48,0.297,9.13535913582564e-12,"1","SEC11A"
"NDUFS6",6.66133814775094e-16,0.975975043600404,0.368,0.2,9.13535913582564e-12,"1","NDUFS6"
"UQCR11.1",6.66133814775094e-16,0.74277687616881,0.701,0.539,9.13535913582564e-12,"1","UQCR11.1"
"ATG3",8.88178419700125e-16,0.961957191131622,0.345,0.183,1.21804788477675e-11,"1","ATG3"
"PLSCR1",8.88178419700125e-16,1.35015261345258,0.256,0.115,1.21804788477675e-11,"1","PLSCR1"
"GRB2",1.99840144432528e-15,0.936243370045743,0.31,0.157,2.74060774074769e-11,"1","GRB2"
"COX4I1",2.22044604925031e-15,0.424299856736467,0.938,0.897,3.04511971194188e-11,"1","COX4I1"
"LAP3",5.10702591327572e-15,1.24424615383754,0.268,0.13,7.00377533746632e-11,"1","LAP3"
"PSMB3",8.65973959207622e-15,0.766617307091708,0.524,0.351,1.18759668765733e-10,"1","PSMB3"
"UBA52",1.06581410364015e-14,0.272241696049716,0.992,0.972,1.4616574617321e-10,"1","UBA52"
"EPSTI1",1.55431223447522e-14,1.08210541943712,0.301,0.156,2.13158379835932e-10,"1","EPSTI1"
"REEP5",1.99840144432528e-14,0.797362818786833,0.403,0.231,2.74060774074769e-10,"1","REEP5"
"PARVG",2.1316282072803e-14,1.16075384833215,0.266,0.127,2.9233149234642e-10,"1","PARVG"
"YBX1",3.08642000845794e-14,0.519234698014799,0.863,0.808,4.23271639959921e-10,"1","YBX1"
"CASP4",3.77475828372553e-14,1.10910657979079,0.455,0.286,5.17670351030119e-10,"1","CASP4"
"ATP5E",4.46309655899313e-14,0.446776487733008,0.848,0.731,6.12069062100318e-10,"1","ATP5E"
"UQCRC1",4.57411886145564e-14,1.29583914849544,0.304,0.157,6.27294660660027e-10,"1","UQCRC1"
"COX5B",6.97220059464598e-14,0.819720598222756,0.628,0.476,9.5616758954975e-10,"1","COX5B"
"BLOC1S1",7.061018436616e-14,0.589251168145794,0.459,0.28,9.68348068397518e-10,"1","BLOC1S1"
"GNB2",7.61612994892857e-14,0.805006669391279,0.399,0.237,1.04447606119606e-09,"1","GNB2"
"ZNHIT1",1.01918473660589e-13,0.985201627926595,0.405,0.246,1.39770994778132e-09,"1","ZNHIT1"
"RNF7",1.19459997449667e-13,0.809809166774863,0.385,0.222,1.63827440502473e-09,"1","RNF7"
"HMGB2",1.31228361510694e-13,0.739514513434919,0.459,0.293,1.79966574975765e-09,"1","HMGB2"
"VAMP5",1.99840144432528e-13,1.13280471320653,0.345,0.198,2.74060774074769e-09,"1","VAMP5"
"UBE2L6",2.05391259555654e-13,0.901451374703358,0.482,0.316,2.81673573354624e-09,"1","UBE2L6"
"CHMP4B",2.61346499996762e-13,0.969668598429605,0.293,0.151,3.58410590095559e-09,"1","CHMP4B"
"C11orf31",2.87769807982841e-13,0.736357197174482,0.582,0.416,3.94647514667668e-09,"1","C11orf31"
"HSD17B11",2.91100477056716e-13,1.03736753932105,0.397,0.241,3.9921519423558e-09,"1","HSD17B11"
"IFI27L2",3.43058914609173e-13,1.10188862831552,0.277,0.139,4.7047099549502e-09,"1","IFI27L2"
"CD97",7.84039499990286e-13,0.913947414422234,0.347,0.198,1.07523177028668e-08,"1","CD97"
"EIF3K",1.02495789633394e-12,0.440495313798606,0.811,0.727,1.40562725903237e-08,"1","EIF3K"
"MCL1",1.02651220856842e-12,0.81048199152324,0.536,0.381,1.40775884283073e-08,"1","MCL1"
"ARF5",1.31650246260051e-12,0.781041936124766,0.43,0.269,1.80545147721034e-08,"1","ARF5"
"EIF4E2",1.46438416948058e-12,1.1319385500098,0.258,0.134,2.00825645002567e-08,"1","EIF4E2"
"EIF1",1.82831527695271e-12,0.251397644218746,0.992,0.982,2.50735157081294e-08,"1","EIF1"
"MRPL23",2.25286456156937e-12,0.945299050628228,0.416,0.262,3.08957845973623e-08,"1","MRPL23"
"PRDX5",2.83573164949757e-12,0.74856801249107,0.484,0.325,3.88892238412097e-08,"1","PRDX5"
"MYADM",2.85393930710143e-12,1.38560917875233,0.297,0.166,3.9138923657589e-08,"1","MYADM"
"DOK2",3.66218166902854e-12,0.810780092366888,0.362,0.215,5.02231594090574e-08,"1","DOK2"
"LSMD1",4.14623890776511e-12,1.10279084465154,0.285,0.152,5.68615203810907e-08,"1","LSMD1"
"DUSP1",4.69224659127576e-12,0.447078630457475,0.944,0.879,6.43494697527558e-08,"1","DUSP1"
"PPT1",5.54734036484206e-12,1.27376692961641,0.308,0.167,7.6076225763444e-08,"1","PPT1"
"IFI35",5.62994095787417e-12,1.10805730687239,0.289,0.158,7.72090102962864e-08,"1","IFI35"
"PSMA7",6.0436100568495e-12,0.617896131252034,0.676,0.538,8.28820683196341e-08,"1","PSMA7"
"NDUFA13",6.85429490943079e-12,0.694780481638099,0.588,0.433,9.39998003879339e-08,"1","NDUFA13"
"GNAS",7.38276106915237e-12,0.708335739719864,0.428,0.271,1.01247185302356e-07,"1","GNAS"
"RNF181",1.09501296918779e-11,0.84434136236806,0.331,0.193,1.50170078594414e-07,"1","RNF181"
"GNG5",1.60047530783913e-11,0.865303849976966,0.412,0.267,2.19489183717059e-07,"1","GNG5"
"PPP4C",2.57189824992565e-11,0.802704899953353,0.416,0.264,3.52710125994804e-07,"1","PPP4C"
"VASP",2.66047184283025e-11,0.639448541663802,0.407,0.246,3.6485710852574e-07,"1","VASP"
"TGFB1",3.23294724324796e-11,1.15465279096068,0.308,0.176,4.43366384939026e-07,"1","TGFB1"
"PHPT1",3.39184236253232e-11,0.929781308606404,0.264,0.142,4.65157261597682e-07,"1","PHPT1"
"OAS1",4.22037960134958e-11,0.704612127703126,0.306,0.17,5.78782858529081e-07,"1","OAS1"
"ID2",5.6600724107625e-11,0.476986270562744,0.518,0.358,7.76222330411969e-07,"1","ID2"
"SNF8",6.05380190421556e-11,1.17541810518775,0.295,0.168,8.30218393144122e-07,"1","SNF8"
"NAAA",8.46362979700643e-11,1.11523638558072,0.281,0.159,1.16070219036146e-06,"1","NAAA"
"C14orf2",1.0490719404288e-10,1.00623484053938,0.266,0.147,1.43869725910406e-06,"1","C14orf2"
"GMFG",1.05788267035223e-10,0.336041733637327,0.786,0.681,1.45078029412105e-06,"1","GMFG"
"NDUFB11",1.69558589391272e-10,0.607577990649132,0.53,0.38,2.32532649491191e-06,"1","NDUFB11"
"SNX3",1.90722104775887e-10,0.433292243393453,0.584,0.44,2.61556294489651e-06,"1","SNX3"
"MT-ND3",4.91962026671899e-10,0.827422152728997,0.312,0.183,6.74676723377843e-06,"1","MT-ND3"
"FIBP",1.0933993710438e-09,1.1352087020358,0.266,0.152,1.49948789744947e-05,"1","FIBP"
"CAST",1.18115028868715e-09,0.860723871303009,0.26,0.143,1.61982950590556e-05,"1","CAST"
"CLTB",1.40234646117676e-09,0.887742299411915,0.291,0.169,1.92317793685781e-05,"1","CLTB"
"SMS",1.6851837703058e-09,0.777951196349195,0.262,0.147,2.31106102259737e-05,"1","SMS"
"KLF6",1.83732629110978e-09,0.424556112397202,0.767,0.624,2.51970927562795e-05,"1","KLF6"
"DYNLL1",1.8718400163209e-09,0.479054424630858,0.455,0.314,2.56704139838249e-05,"1","DYNLL1"
"CYC1",2.76434297674655e-09,0.714947056630202,0.297,0.171,3.79101995831022e-05,"1","CYC1"
"ATP5I",2.77859979469497e-09,0.914561361112772,0.389,0.267,3.81057175844468e-05,"1","ATP5I"
"ANAPC11",2.83836887327027e-09,0.744870064680295,0.356,0.223,3.89253907280285e-05,"1","ANAPC11"
"SF3B5",4.28816493425188e-09,0.891059199382751,0.501,0.369,5.88078939083303e-05,"1","SF3B5"
"COX17",5.64293500815438e-09,0.81599862185578,0.285,0.172,7.73872107018292e-05,"1","COX17"
"COPE",5.85859538659861e-09,0.662577205801813,0.559,0.411,8.03447771318133e-05,"1","COPE"
"SDHB",6.26670115799755e-09,1.39449405932325,0.314,0.195,8.59415396807783e-05,"1","SDHB"
"FLNA",7.40303685020649e-09,0.720003525283644,0.314,0.19,0.000101525247363732,"1","FLNA"
"LTA4H",8.31759616737315e-09,0.951209006478186,0.252,0.144,0.000114067513839355,"1","LTA4H"
"AHNAK",1.24248795696502e-08,0.697917114130943,0.378,0.252,0.000170394798418183,"1","AHNAK"
"SSR3",1.29742987464709e-08,0.932335152866829,0.274,0.16,0.000177929533009102,"1","SSR3"
"CHMP1B",2.06536681091052e-08,0.738370536453452,0.358,0.24,0.000283244404448268,"1","CHMP1B"
"BAG1",2.31392518479367e-08,0.841150737323896,0.266,0.158,0.000317331699842605,"1","BAG1"
"NDUFB10",2.42721434062787e-08,0.701977991131445,0.432,0.31,0.000332868174673706,"1","NDUFB10"
"RGS19",2.63980117765072e-08,0.487270197340473,0.374,0.247,0.00036202233350302,"1","RGS19"
"COX5A",2.79120138113598e-08,0.753853151844117,0.468,0.33,0.000382785357408988,"1","COX5A"
"MRPL54",3.59160690077687e-08,0.753185960084179,0.32,0.205,0.00049255297037254,"1","MRPL54"
"METTL9",4.70129097873695e-08,0.805422609060205,0.343,0.232,0.000644735044823985,"1","METTL9"
"IDH3G",6.67830277745196e-08,1.13519531346039,0.289,0.18,0.000915862442899762,"1","IDH3G"
"ZFAND5",7.15444141707877e-08,0.855643236318781,0.26,0.156,0.000981160095938183,"1","ZFAND5"
"UBL5",7.21152613181175e-08,0.52392202122737,0.553,0.422,0.000988988693716664,"1","UBL5"
"MYO1F",8.086348923797e-08,0.653621585591227,0.335,0.216,0.00110896189140952,"1","MYO1F"
"LRRFIP1",1.09604737730251e-07,0.632441559566366,0.449,0.337,0.00150311937323266,"1","LRRFIP1"
"OXA1L",1.44420898795516e-07,0.651086138155772,0.295,0.184,0.00198058820608171,"1","OXA1L"
"UQCR10",1.67054341471129e-07,0.663159450904697,0.447,0.327,0.00229098323893506,"1","UQCR10"
"SQSTM1",1.86677956648396e-07,0.638135845077675,0.299,0.187,0.0025601014974761,"1","SQSTM1"
"ATP5J2",2.99027111072547e-07,0.609390332509766,0.424,0.303,0.00410085780124891,"1","ATP5J2"
"SH3BGRL",3.81939686100452e-07,0.400421625916146,0.538,0.422,0.0052379208551816,"1","SH3BGRL"
"ARL6IP4",5.10786895224769e-07,0.404708132186591,0.603,0.479,0.00700493148111248,"1","ARL6IP4"
"HN1",5.83802356235452e-07,0.496348252256532,0.339,0.224,0.00800626551341299,"1","HN1"
"NDUFA21",6.60361099802387e-07,0.435390139975076,0.345,0.238,0.00905619212268993,"1","NDUFA2"
"CSNK2B",8.61972301757774e-07,0.337783940378854,0.437,0.321,0.0118210881463061,"1","CSNK2B"
"WASF2",8.74554418883733e-07,0.60590056240452,0.277,0.178,0.0119936393005715,"1","WASF2"
"ATP5EP2",1.29955958483308e-06,0.660597857101107,0.372,0.262,0.0178221601464008,"1","ATP5EP2"
"CKLF",2.09661257088989e-06,0.694362709697489,0.295,0.198,0.0287529447971839,"1","CKLF"
"NDUFB7",2.45797398523706e-06,0.555902635047144,0.376,0.267,0.0337086552335411,"1","NDUFB7"
"ENY2",2.90792163393228e-06,0.829123259557489,0.277,0.178,0.0398792372877472,"1","ENY2"
"FIS1",4.16141220327404e-06,0.455605913683063,0.424,0.312,0.0570696069557002,"1","FIS1"
"PRDX6",4.49725333817597e-06,0.469293167918844,0.374,0.267,0.0616753322797452,"1","PRDX6"
"NEDD8",7.89606016948774e-06,0.516806235124793,0.584,0.484,0.108286569164355,"1","NEDD8"
"SRSF9",8.82290237824712e-06,0.707953302920271,0.393,0.288,0.120997283215281,"1","SRSF9"
"C19orf53",1.21997847000177e-05,0.363104527239949,0.501,0.396,0.167307847376043,"1","C19orf53"
"HADHA",1.29820365539768e-05,0.576816481332149,0.283,0.192,0.178035649301238,"1","HADHA"
"PGAM1",1.99345195615042e-05,0.686188634138473,0.308,0.221,0.273382001266468,"1","PGAM1"
"ATF4",2.10567612815016e-05,0.527156038527804,0.314,0.223,0.288772424214513,"1","ATF4"
"UQCRQ",2.8278852899799e-05,0.508082342341342,0.374,0.275,0.387816188667844,"1","UQCRQ"
"MRPL20",3.20860620541819e-05,0.471880928273185,0.328,0.238,0.44002825501105,"1","MRPL20"
"PSME2",3.33687262554783e-05,0.440157903560408,0.613,0.541,0.457618711867629,"1","PSME2"
"XAF1",3.58919044771699e-05,0.574633873927792,0.281,0.196,0.492221577999909,"1","XAF1"
"RTN4",3.83976943507669e-05,0.40043523656773,0.32,0.225,0.526585980326417,"1","RTN4"
"BAX",3.84067572767322e-05,0.35998474278338,0.391,0.288,0.526710269293105,"1","BAX"
"PCBP1",4.14409309814623e-05,0.481906458966598,0.543,0.441,0.568320927479774,"1","PCBP1"
"C1orf43",4.44664503302938e-05,0.569727629109336,0.299,0.211,0.60981289982965,"1","C1orf43"
"C19orf43",5.25893447496095e-05,0.253596921392463,0.696,0.605,0.721210273896145,"1","C19orf43"
"PSMB7",6.77361377330321e-05,0.638300630955751,0.395,0.298,0.928933392870802,"1","PSMB7"
"ALKBH7",7.63193151409602e-05,0.825227297254496,0.308,0.221,1,"1","ALKBH7"
"JTB",8.35302085395728e-05,0.527700209292575,0.501,0.411,1,"1","JTB"
"CALM2",8.40403321114014e-05,0.37404169653191,0.601,0.528,1,"1","CALM2"
"CHMP2A",9.14853391804638e-05,0.522263280103082,0.335,0.248,1,"1","CHMP2A"
"ATP5H",0.000122841041205968,0.437159709754664,0.426,0.342,1,"1","ATP5H"
"SCAND1",0.00014191426055743,0.643728190134968,0.372,0.286,1,"1","SCAND1"
"POLR2J",0.000177436967457201,0.44180722573204,0.32,0.24,1,"1","POLR2J"
"NDUFA3",0.000212928838429827,0.491346862716725,0.299,0.217,1,"1","NDUFA3"
"EIF6",0.00022216893370719,0.432780615630351,0.293,0.21,1,"1","EIF6"
"PARK7",0.000276050765403157,0.414540982129616,0.559,0.474,1,"1","PARK7"
"RBX1",0.000305994041186919,0.530699773553095,0.366,0.276,1,"1","RBX1"
"OSTF1",0.000346520024704589,0.325201265266399,0.383,0.295,1,"1","OSTF1"
"ATP5G3",0.000349912583561318,0.343271264078199,0.491,0.419,1,"1","ATP5G3"
"TMEM147",0.000380573582630772,0.420926892628086,0.254,0.18,1,"1","TMEM147"
"ZNF706",0.000388989587064348,0.459979710471321,0.38,0.298,1,"1","ZNF706"
"ERGIC3",0.000567286366011333,0.257794694411947,0.324,0.24,1,"1","ERGIC3"
"ATP5L",0.000715075230043993,0.279393259347355,0.751,0.688,1,"1","ATP5L"
"APRT",0.000736132609298501,0.356546723501731,0.647,0.565,1,"1","APRT"
"RAB5C",0.00113440652367136,0.333419684646191,0.345,0.268,1,"1","RAB5C"
"TRAPPC1",0.00135608291728917,0.341679958736959,0.528,0.433,1,"1","TRAPPC1"
"NDUFS8",0.00141148240091238,0.456516040293182,0.297,0.227,1,"1","NDUFS8"
"MSN",0.00161472506110827,0.433623134468133,0.347,0.272,1,"1","MSN"
"YWHAH",0.00175313074263728,0.331253871614862,0.252,0.185,1,"1","YWHAH"
"SSR4",0.0018957128791115,0.459065814601644,0.62,0.562,1,"1","SSR4"
"ATP5B",0.00207778498932965,0.3570653545491,0.47,0.393,1,"1","ATP5B"
"PSMB2",0.00212601825696535,0.354613540121627,0.27,0.206,1,"1","PSMB2"
"CRIP1",0.00226124135281136,0.507289962089849,0.424,0.358,1,"1","CRIP1"
"COX14",0.00246217012646155,0.380851792465485,0.254,0.187,1,"1","COX14"
"AURKAIP1",0.00293622989006015,0.51822079536569,0.341,0.276,1,"1","AURKAIP1"
"P4HB",0.0031793226639365,0.387786091253027,0.289,0.226,1,"1","P4HB"
"LSM10",0.00342076040139694,0.291783433297389,0.268,0.199,1,"1","LSM10"
"MT-ATP6",0.00366734922432843,0.259545737927709,0.8,0.73,1,"1","MT-ATP6"
"BUD31",0.00454184114121681,0.41140549423614,0.314,0.244,1,"1","BUD31"
"POLR1D",0.00458713959752099,0.2665785951356,0.353,0.282,1,"1","POLR1D"
"PLP2",0.00475137629509526,0.262361103855174,0.393,0.332,1,"1","PLP2"
"LAMTOR5",0.00480693295767454,0.727415416618851,0.335,0.268,1,"1","LAMTOR5"
"GUK1",0.00489343191115732,0.261616704366222,0.545,0.467,1,"1","GUK1"
"SSU72",0.00623715877053543,0.304646338295464,0.391,0.323,1,"1","SSU72"
"VDAC1",0.00831540455723734,0.322928779664715,0.262,0.204,1,"1","VDAC1"
"EDF1",0.00862423130951018,0.284005830884777,0.688,0.633,1,"1","EDF1"
"MTDH",0.00930817141297724,0.251419864328922,0.333,0.264,1,"1","MTDH"
"CAPZA2",0.00970184106904548,0.361379265454543,0.258,0.2,1,"1","CAPZA2"
"CD3D1",0,1.05976200549952,0.922,0.432,0,"2","CD3D"
"IL32",0,1.30707716418936,0.947,0.465,0,"2","IL32"
"IL7R1",0,1.437784787933,0.75,0.326,0,"2","IL7R"
"CD3E1",0,1.0287316726445,0.83,0.41,0,"2","CD3E"
"CD21",0,1.63060758913715,0.651,0.245,0,"2","CD2"
"LDHB1",0,0.991192379437797,0.954,0.614,0,"2","LDHB"
"LTB1",0,1.33126735616277,0.981,0.643,0,"2","LTB"
"AQP3",0,2.0893203253836,0.42,0.111,0,"2","AQP3"
"AES1",0,0.825256420224708,0.742,0.438,0,"2","AES"
"GIMAP71",0,0.700279169029475,0.786,0.486,0,"2","GIMAP7"
"LCK1",0,0.814374480927793,0.607,0.307,0,"2","LCK"
"PRDX21",0,0.935582074764393,0.529,0.238,0,"2","PRDX2"
"NOSIP1",0,0.740171330750132,0.666,0.377,0,"2","NOSIP"
"TRAT11",0,1.51522768714599,0.397,0.124,0,"2","TRAT1"
"SPOCK21",0,1.29810616549201,0.429,0.161,0,"2","SPOCK2"
"EVL1",0,0.710273085255763,0.748,0.485,0,"2","EVL"
"ANXA1",0,0.717857885992968,0.805,0.547,0,"2","ANXA1"
"IL2RG",0,0.497197174787966,0.649,0.395,0,"2","IL2RG"
"ARHGAP15",0,0.974584795942167,0.483,0.231,0,"2","ARHGAP15"
"CD271",0,1.10370312790055,0.445,0.194,0,"2","CD27"
"CD3G1",0,1.01517263373063,0.42,0.175,0,"2","CD3G"
"HINT11",0,0.570704192317423,0.842,0.598,0,"2","HINT1"
"LAT1",0,1.09413039333646,0.416,0.177,0,"2","LAT"
"ACAP11",0,0.453816055573202,0.496,0.26,0,"2","ACAP1"
"PLP21",0,0.870819751488834,0.536,0.301,0,"2","PLP2"
"GSTK1",0,0.708048363979839,0.744,0.511,0,"2","GSTK1"
"TRADD",0,1.4626722676364,0.366,0.136,0,"2","TRADD"
"IFITM1",0,0.601195810342952,0.662,0.436,0,"2","IFITM1"
"TNFAIP8",0,1.00227322023542,0.441,0.215,0,"2","TNFAIP8"
"TMEM661",0,0.593767489837134,0.92,0.698,0,"2","TMEM66"
"GIMAP51",0,0.837549660877855,0.462,0.247,0,"2","GIMAP5"
"YWHAQ",0,0.831129219216218,0.464,0.251,0,"2","YWHAQ"
"ALOX5AP",0,0.648708318491013,0.408,0.197,0,"2","ALOX5AP"
"RGCC1",0,0.916634673367824,0.399,0.193,0,"2","RGCC"
"TTC39C",0,1.46089236132878,0.3,0.097,0,"2","TTC39C"
"ZFP36L21",0,0.595673805133853,0.819,0.616,0,"2","ZFP36L2"
"HSPA81",0,0.503025827294325,0.84,0.639,0,"2","HSPA8"
"FLT3LG1",0,1.01070609131469,0.336,0.137,0,"2","FLT3LG"
"PPP2R5C",0,1.06101866239618,0.405,0.208,0,"2","PPP2R5C"
"CD40LG",0,1.87408403737323,0.263,0.07,0,"2","CD40LG"
"JUN1",0,0.630209054282239,0.899,0.708,0,"2","JUN"
"CALM1",0,0.472708247332103,0.834,0.643,0,"2","CALM1"
"FXYD5",0,0.626730196082672,0.891,0.702,0,"2","FXYD5"
"OPTN",0,1.47182270886661,0.294,0.11,0,"2","OPTN"
"PBXIP1",0,1.05358231996482,0.311,0.13,0,"2","PBXIP1"
"SIT1",0,1.19754439443009,0.292,0.111,0,"2","SIT1"
"MAL1",0,1.32072160220316,0.282,0.101,0,"2","MAL"
"VIM1",0,0.425161845312072,0.947,0.769,0,"2","VIM"
"ITM2A",0,1.06115326186475,0.269,0.096,0,"2","ITM2A"
"CORO1B",0,1.59931294522873,0.305,0.136,0,"2","CORO1B"
"SUSD3",0,1.45465098228769,0.277,0.114,0,"2","SUSD3"
"NPM11",0,0.368870936436598,0.937,0.806,0,"2","NPM1"
"MYL12A",0,0.474871879977541,0.977,0.852,0,"2","MYL12A"
"CD52",0,0.344450896867191,0.979,0.877,0,"2","CD52"
"JUNB1",0,0.53820377797454,0.975,0.891,0,"2","JUNB"
"RPS291",0,0.424049937790715,0.987,0.914,0,"2","RPS29"
"RPL36A1",0,0.333809610970841,0.964,0.895,0,"2","RPL36A"
"RPS201",0,0.318310149845884,0.996,0.945,0,"2","RPS20"
"RPSA1",0,0.428960011992736,0.998,0.95,0,"2","RPSA"
"RPL361",0,0.363445943392798,0.998,0.95,0,"2","RPL36"
"RPLP01",0,0.460855586650248,0.989,0.943,0,"2","RPLP0"
"HLA-A",0,0.317854348945777,0.998,0.958,0,"2","HLA-A"
"RPS27A1",0,0.355871413275707,1,0.968,0,"2","RPS27A"
"RPL311",0,0.29238292747345,0.998,0.967,0,"2","RPL31"
"RPS101",0,0.318124922608156,0.998,0.969,0,"2","RPS10"
"RPS251",0,0.395909907984911,1,0.977,0,"2","RPS25"
"RPL301",0,0.313304552410744,1,0.981,0,"2","RPL30"
"RPS15A1",0,0.300481700186187,0.998,0.984,0,"2","RPS15A"
"RPL141",0,0.286947138090214,0.998,0.985,0,"2","RPL14"
"RPL27A1",0,0.281865989146074,1,0.988,0,"2","RPL27A"
"TPT11",0,0.426661465068118,0.996,0.984,0,"2","TPT1"
